Invoice,Text3
0316011069_3,"!
‘
|
sla = i . o|e og
a | o fF Zis
rs 1S es (0 rid
a2; o iF ° set °
S/& 2 |g os Pig 5
o|o ™ !1@ — oO = S >
S > — > 712 ¢
3 > < =& oe 3g
oO 2 » we
oe oS D OQ
Z, > oO - >
S : «|g z
@ tO fis =
eh ay S > a
th if =
N > = 2 = 7
. O G|/3 5
—s _
Uo n so _
D oS o a |@ ww
= |O O o.|U
II < : wx o
nN <2 = = > oO
3 Eas oO So ©
—|n © |g = N oN
Zils S = . =
O° ~ S 3 1 an
wn =
S ie
o 3
mm ¢)
3
= z 3
-
gE z
QOfti5 =
oO
aris Oo >
2 0
SG ee
wn
S1asi|F 7) gale 5
| = & |e oDlso
a oO — ce
a| oS In oo Qa >
Nae G21 @
So © [> oo|™é™ eo
= Q 3.0
@ ~ 5 0
wl —
oa} ct ~
oS ES S oO NS z =
oS Nn oO Q ame ™
A} oe o g. fe, QO7n
Zi cs <a o cpl
—_ oO So = —N
S om ty uv
S S 3 <<
mom QaAD ZN
~ [=
w\2 o A253 OF
O1|S/B ZC =
o;/3|oe Zo leo]
o © | Se) ae
S o @Q => Oo
> S a. 35.08 N
na 2
8 > 2 C
st. o 3 Q = .
S a Oo 62 e
= Ss _ S ZZ aaa
S ° a. Uv ..
et Ss s a tT
s sos So
ry og a & =
; 2} FE e
s| 87 ES
o 1
— Oo
o 5
oO
Z ¥ : So
< g a = =
Un
2 =) 8| SB) 8%
So WN S S ae bat ove
a ""o S o © ~~
OQ
es
W
DQ a
a
° ° Ys.
S S SG “ n
— Ww 1
O| 2 ole Q QO ~
ety S Sie See ae a + > O > oe n .
al XQ 2 ex
wo SIN ~ es 4
~~ NDIA Ww Ww go = N
a = = @ & a S
So eRe tv to nw ) bo
~~ a n nn Oo
ag ve z
i)
S a _ =
n _ OO
ee CO A
= oa S <4 =
~ 3 = = © a
to i) es
ed an Oo =
{"
0316011083_1,"INVOIGE |
VIDYUTH CONTROL SYSTEMS PRIVATE LIMITED
Nod 6 dock Ada tmewanes fons
No. 406, Jade Arcade, ,M.G. Road, .
Scar ici arene brs. [ARO SMOL 201
: Phone : 040-66333985 pe i ies Company
MS 'AMara Raja Power Systems Ltd., Invoice No. 392 ' Date: 23.02.2017
Rengigunta Cuddapah Road, |
Karakambadi, Tirupati - 517 520, A.P. Our Delivery ChallanNo. 392 Date: 23.02.2017
TIN No.37430113475
intent TSO8UB 5682
Instrument Transformers.
, 1) 11 KV CT's of Ratio:100/1-1A 03 Nos 15,200. 45,600.00
— « USLECLLO83
. 45,600.00
Excise Duty @ 12.5% 5,700.00
51,300.00
CST @ 2% (Against ""C"" Form) 5. 1,026.00
, oAao| le ~
Consignee:- G v N{ \no
M/s.Amara Raja Infra (P) Ltd,
' | A/c.Amara Raja Power Systems Ltd,
11 KV OH Line ARPSL Expansion,
Renigunta Cuddapah Road,
Karakambadi, Tirupathi.
E. &O.E.
| AMOUNT INWORDs oust tee oe
Rupees Fifty two thousand three hundred twenty six onl 52,326
Despatched to Vareey Pane Ry = NOORNIDY For Vidyuth Control Systems (P) Ltd. }.
Delivered to
Subject to Hyderabad Jurisdiction . . (le | i ‘
, VAT TIN No. 36440292570 / CST TIN No. 36440292570 WA LAY
- | Valid from : 02-06-2014 Sus ee"
0316011083_2,"INVOICE . .
VIDYUTH CONTROL SYSTEMS PRIVATE LIMITED
Head oe : ' To Works :
| No. 406, Jade Arcade, 126,M.G. Road, — § No. 851, Industrial Area, An iSO i
ee Medchal-501401,R.R. Dist, TS. . | orcas a
Fax :040-66333986 Phone : 98482 55306
M/s'RMara Raja Power Systems Ltd., Invoice No. 392 Date: 23.02.2017
Rengigunta Cuddapah Road,
Karakambadi, Tirupati - 517 520, A.P. Our Delivery ChallanNo. = 399 Date: 23.92.2017
TIN No.37430113475
A Leary Ne TSO8UB 5682
|
Instrument Transformers.
. 1) 11 KV CT's of Ratio:100/1-1A 03 Nos 15,200.¢ 45,600.00
45,600.00
Excise Duty @ 12.5% 5,700.00
51,300.00
CST @ 2% (Against ""C"" Form) 1,026.00
M/s.Amara Raja Infra (P) Ltd,
A/c.Amara Raja Power Systems Ltd,
11 KV OH Line ARPSL Expansion,
Renigunta Cuddapah Road,
Karakambadi, Tirupathi.
E.& OE:
RDS
Rupees Fifty two thousand three hundred twenty six onl 6.00
dt Typed b Prepared b Checked b ;
eee ° For Vidyuth Control Systems (P) Ltd. |.
| Subject to Hydérabad Jurisdiction : \ | of
VAT TIN No. 36440292570 / CST TIN No. 36440292570 \? . Ao A
Valid from : 02-06-2014 ie oY"
0316011083_3,"INVOICE CUM DELIVERY CHALLAN ORIGINAL FOR BUYER
(9) Invoice for removal of Excisable goods from the Factory RANGE » MEDCHAL
(\e or the warehouse on the payment of duty (Rule 52 - A and 173 - G) | DIVISION > MEDCHAL
j COMMISSIONERATE : HYDERABAD-IV
Name & | M/s. VIDYUTH CONTROL SYSTEMS PVT. LTD. Date of P sane =
Address | Factory : Sy.No. 851, Industrial Area, Medchal, R.R. Dist -501 401 |="" °C TPPRIRNON 44 44 96
of Regd. Office : No. 406, Jade Arcade, 126, M.G. Road,
Licence Secunderabad - 500 003.
ER No. ECC No. AABCV2230K XM 001 P.L.A. 4/2002 HINVOICENO! 399 0 |
emitter ees
goods, chapter heading ae eae } 85043100 Challan No.: 399 02-26
aaub-headng | Oe Dates so
TIN No. 36440292570 CST No. 36440292570.
Name & . . Lr. No. Date
Address M/s Amara Raja Infra (P) Limited |
of A/c Amara Raja Power Systems Limi a cprsport Vehicle Nor598yB5682
Consignee 11kV OH Line for ARPSL expansion, Renigunta CuddapGhRob. ARP/CAP/016/15-17
Supplier Code Karakamlgediz firwpati — 517 520, A.P. CST Dt: 064062016
| | Description of Goods Total Quantity avis, Te
Instrument Transformers
| 11kV CT's of Ratio: 100/1-1A 3. Nos 15,200.09 45,600.00
re
Pkg. & Fordg. 45,600.00
Name & Address of the Buyer : Total = [00
C.Ex. Duty % 45,600.00
M/s Amara Raja Power Systems Limited Education Cesk 244 76 5,700.00
Renigunta Cuddapah Road SHE Gess %
: OTOKaMIpaar, JOaTT — OU, A.P.
invoice Value RS. a
Sl.No. & PLA Enty No eB Seo
. | Date of Debit RG 23A Part Il Entry No. Dt. Date GrandTotal |
Entry of duty in RG 23C Part ILentty No. Dt. Agst.F.No. Progressive Total’ ve
Date & Time of Removal of Godds..,. 0. 9, TotalBIFRs[| |
Certified that the particulars given above are true and correct and the amount indicated Add Rs. ee
represents the price actually charged and that is not additional consideration flowing directly Pll
or indirectly from the buyer Grand Total Ce
4) Goods once sold cannot be taken back under any Mrcumstances Unless there
is manufacturing defect. 2) No claim will be recognised unless notified in writing For Vidyuth Control Systems Pvt. Ltd.
with in 7 days of the receipt of goods. 3) Interest @ 24% will be charged if the ha
bill is not paid as per terms of paymet. 4) Our risk & responsibilities ceases on Vex wl)
delivery of goods to carrrier/rail. 5) Payments are to be made at our head office L fe
by A/c. Payee Cheque/Draft. Every dispute should be subject to T.S. Jurisdiction. Authorised Signatory"
0316011083_4,">
‘
l-static/_/js/k=gmail.main.en.X
; zfmail. atic! AVS:
/ /ses/mail-st !
https://mail.google.cony_/s
ETS 2/7 &
. + ce oe Re ia” a eae raehicte 5G : woe :
Se unerreaeess Ce pe CO aa a MG derabad ai csdictio eo
SS or Bey 2a eo, he Ge ea oe os hy ee arene : any
? ee oe ee oo ee ee See SEA Disputes Tre As ae das ke brio Bad cane! oe PRES
a SO WHS ER Ge FS BRR Ri ee he oe oe oo Lay Ab Ds puters oe Cotes A ieee sie a
a & OY Si boas Bee oe rey Se ae Ae ae 2 oe Pe AO oi et 7 118 ,0fc “Sano 59 BOS765. 7 Ne
ee / Sey Ra ORG & Yew pe: ee SH a ae oe Sige Ses ee Ses pak SS NZ ESN pes a oO j ay ue
ri aay od es Pg ee eo boshicgen oe. : tate) (eee eR eo G4 S924 a
ae Das Se Nas SU SRE Se sew SES OSA SS ate +. ae mos se gt Ge: ee ye ie Se SS ee ECS eae Ss 2845 429 ee
- Loe A wes a a oe ed { s I oo | a Pere) gree a trae ie tenet fs
ee . <6 ah ' oe FM wal D bee ‘aed a, % ~ ee BS Fa SIE Pp % PE AL. e Ce SS tee eS S
ae BR SSE ete | A MIS s a mea Ge ae ae Nee aaa > : ae, = ba toes a SF a ee oe oe : ee a c
— be , aa LES 4 ie Sd ee ie | Sas pe Bm ro. Bs : i RS ce cea ee 0 G03) ee eae ae
: a ie sci of Ve > i eg NaNT Gil eet §,0. Road, Secun iderabag oa fn Oe EATS ess Bat
. ae ae age Se Ea ¥ ee OR BR ae SS PSS EES A Pee Ph ESO: SEEN Beane ESSE. a Ni NAR NGS cee = fe
: a < res { .\) BR Fae toa nt Be Be dl ihe cial Cc We y ie ee ee Pee i ec aan =) i
e Rr A NEZ Ue Ps bh ke Be PE SEY, ae} 44% PENH IE NAMA Naber EIR LG ; } ae ae Se eos oe: ee Aa - eae : ses :
a v Nee geet ga io RO BE Og ht 6231 , GIN; UsnestTGrsHpeTcoeatee a ee 7 P ScHEDU [EO EO ""oe sa ie = ne
/ : By oN ey © OSs ey we 43623! BE Ree ert pinnate ep EROS oo are Smunane pharies > ES ay. ate
r Be 7 De OPA ee Se ee — — ee ONSIGNEE COPY | oa oe. | Demurrage et BEIGE ee, ae ey super ay per cl Ae
# aa wie aie re See. ee < WNE . RISK © | gh Pod oad | ER 66 BRB eae eS oo Pe.
Re en Irof espa ys ON: ae SR ee een —- —/ ATO NE FES rene co Bee SEE ee ee charged es a ahs eee i
pea GAC EAN ane ee Se AT OV Ee ee 71 Len weight ohare seoseeactaaca ee 8
ek oe BOD Coe “fon -be d Rio Ne So INSURANCE © © 62 NSURANC perce Lae ee Sages ete ee Fee et ae aS gee os Sa
MeO Ree Sy 6 gament will f GEO “de! deheer abo et bese EEE OSE Oe Ree SOS SE Ee “Ne ice ae a es
ol econ feo Sire booked thout fe = ye oe eee Oo Po eS EN Ae OTE TERS hs se
eo. SOG Ne uted 9 1e booked ey aul,  cnsanseramenre has slated thal eS — oo HE oe es ae Snes ffs sl ofa pole fee ae
ee 2 1SNB OS ES ank's 1 len permission «* Z ‘Tre Custor EELS oe ee oO | ek Tascam, ne ue S “a
fore et Neo Te Ae ee ae Re ee Soni Oe: HSNO NG seats Be GES EE See a ERE
plow a tu aaat one : . ieured the cons: arent — : owe Nettie ng hi oe sae cpppemiened n° ao :
Bie wile: eccebiations —4 | “He nas rot insur ee oe ee 7 | pis se roe ie PEELS | a
Das PE SS Bee ee Be eS Sse eee ee Ae 2S Sah : c a a , sal :
el 8 of Delivery Office | se ee Le Uy 5 ea a aug Balen ed fle FSS pt ey ae
y my ee EDR co ORG oe ee a, i sea es Hy o ee us
- ae ee Ae oo Se Pe. ie ee Se oe ce eas ag N be Band aah Sela Brack nty ee a oa »
ae re -oee ea oor eet Se Ge SS ane ignm eS ge Se ae Ni ie, ON LH Pabe Be Te ie SS : ae Ss ee
jee os Sa A snp a ony roe | | £ Sonate Lene eect oe BUS ee » °
v4 = ae eraser eis owe be ee scab S ee | ee eT ee MUTE BES 2 —— aoa
ee eS occ ES SSS OR el & ee Pe ee ee aan a ee Sehr HICLE No.3 ST Re Sete Rae ten sypacaneas Ce Se
z S23) a LS OS me oe ee Ve Se sae oe NS ee : peek ar Sake ESE a u
e. bog CONS CMENT ae ea ke ee Ee pi ee ee og ar Lee ie Ze ot _ Service Tax tobe pai ee aoe Tes ae ee ae :
Beas Bs, tae ee Pe oe. pho eee Se Nae aN Beer ee See eee gs i
Pela > Sys ee ee Te py Pe 4 eS Se eS Rope Sarg eee RS ee See ee, ot ou
as eRe st panies i ak, ee ado Set am Hate Ca ae LE eB gee aE Ree Rs ree
Eee BB, : Dc Bt a QANNT leks 3 yah ee SES Te poo ee CONG ee re es Oe ee ye
a eet soit Se rs Se ak a Se ee ee |
reiea st Pe Pe iene | if Te ee Pe ge AS SRS han Ne. Se ETONE Reenter ee ey ae
: ote = Fe foster eek go oe PICaD oe 8 ae ee Ee ae Sf eget a
Ae ee Le Cav oan ee Toh Oe es : ee Oe S
ee ah ens. Picea 1 EU Noel ik 4g OS bain Wiel oe eee a Sep B bencacs Vee a ea ue
WAST ee iis eR ogy esd SB oe ae AAS Pe La ERO nt ROR ee Soe re oe eS oly e Neh ae Hoey :
i TIN Nos Lo. Se - your _ Hi ee foe Se See a ee —— a oe oe
t fe : ‘Name § Adses or ink ye de ee ee oe Sr, eee Cees eA Sen el
: 4, consig ior'g. oe ZpAl at Se ere ey een ela Bos go ees og re Tee. a
BRB} Bee ee AN) Re er, AG EI sie Ce aN POG RUUIER KS ey EE oe ee Spe eG aa Tae ee
Re es (AE OE DIAS Re 2 eS i Poa © POW IUE wer aw, ee NE ee mE ee BERS nh bee tee &
. Ne a oe aa Se LA ne ae a rn BAYS UY Yh a SO baa N Ged ccs SORA ol) i
Yi tacoma Pee: WE oe SS Le iba EE eer SPs a ee once Bee Dae re NG A eer slid
pS ANNO eaname & Adee —— LPThAG Soy AOS es ON Coe S869 Gil Se apie PayiPaids oy a
By TINO Bani EG SF OG Mew A CEP SA atmo See Fe Se Bees eo se SS Tera men
Pe» Consignee hic eee Sh Ses ae ee ra ee Wag @ 2 a] Weight 6 2 S]7 Rate, | Cee See ss ! : ve
oa oe ‘ * aye ay pa Oe ee ee ay ee FE charceds| tee ERs. ae care a ENS 5
be nes ee eg eS ee Seger ee Ses : viet tage ena a e
fu as wo re oe yee ae oo LActuat | Clee “Freight ee pee Se a ee 4
ee Sg ke eS = oe aoe “E Descripliod (gat © covtain) < ee —— eae Sey Ne fs BRP Nee Sy See . deca a
» § . oT Poa ee = Descrip HeOASA'S — aoe et ae a Do & ia Me oe ce ~Hamail ee See Be oe oe
. ‘ re NeSiaoes| eg Ft PE ca ae See eee le) ke ee Ro
We ih PRG | Coif Fey eS ae Lek BR Sie eS PK ee UES ce EE es Pie ee See
i of RacKages ic e wr ba hc ten oe a mee e ) he aa A ce a
<< TT ay Apres, ye ae ee ekg wae iF : & TE i: phe
eee uy ae ess Ss oe re Poe ago Pop (2 Sich fo tae Se
Poy Sees Ae Zee es oo See ee oe pee we es EN ess oe SOT ae Rae Se Na eee a
See bo ee ERY SG Yeo See eee BS EZ a RA aes Ree Se ee ne ed uae Ch
re oA oo Cae! ae are aes Se oe 2g i ae ie AE ae des Risk Coy oa Tee OO ee
ols pe co. ie Se ah ort ee Ree ee eS aoa ASSES ge A Se
eae BL ae Ke sane eel Oe pee bole Oka ©) SS ch eee sia TOR ka
; ei Ais % eee Aa alia ee Sey Gu, Se cet ede Se Rs BS) perenne fg eS Re Pe ce
mes Sar Rg: ly WS eS COWES Gn ee 4 os OR Ma ada See bd pe oe we - oy hee See ned See ee Sat a Sk wl ey 2 a
ee a iS. te eee Pe Pants i) Es 3 See Ss a al a eae nN |
a ye PG Ses sea eS BROS SNES ERS: WES, gee aE een ES ERS Rg EARS Seas g Ls a Bc begged won AG See eS Be ee SS S87 SNe
Sek hr tes : vie wk outs ae a ae ee eee. oe Pgs as as ae ee Nees 4
vii oe bal A a a cua oe i — oa ees SS oe noe - # be Transport Goerelar 4 RSE <
eet Oy Bg 4 eo a Se 8d ome POE pk s ees Ue ae See eRe ee os a SK cha ee le aL cra es
pe LW am ee RO ee oe — Ve ae ae se < : Signakve Ser & eee ak oe ie ue SS ee
Se A ee ve Ree 8 Driver Te Sr Roe oe Hae gee de RNS
EE hs Ae ae pee Se, Taskage CiiverN Bs ee a a aE ve
ais a ea ee ce ee Altea oh ita | of Loakagi A Bias eo a re eye rer
eae ie ea ny Se ~~ =Ne cae ee “ oe Te ee os See |
Cevauer st or Se Se a es eo
Coasts Thea uy a) Sef
: ee me Se SO VER a
‘
,
’
’
&
’"
0316011083_5,"Jauuvosguiv) Ag pouurss
: a“ “a
e
(Ea
=
& )
~ be ‘G
- OO oO
: 3
a 2 ; & =
“eo. o 6 (a4 | RLU ye,
= fA
z z ‘
; ie 2 Reg = ee
a s 2 nf S =
| a 2 <
2 ' g | v3, a pa
ee ' a = — z é
Ay) ) | Le Dy dt
ra | | | | | Lea | | a7) ass
TC Ie | i | ' | |
Ps “ty edad Py |
—_ a ited ld int. |
a In| | |
WY \ : | i} i |
= |e a "" y | | iO) | 1
op |a = 8 = = |
Pie = bs) hi O | |
~ 1s a ~ » \| |
YM {2 ~ Q 5 IN
a re "" ( / :
O43 c |
S |e | |) 5 |
© ; d S .
oa. B i oe cy . 7 SS
3 | 3 S
© oO 2 Sj |- a ‘
o x x t me
— a a Cc 3 “6
cc i iy JO} 4 | zy
@ a 1 1 <
co 7 OQ Ss} id s |x 2
ae} a ; oy = ; 4 19
& 7
x ’ | }
DvD
& | GB /
t dU x
= W a
“ >
g gi g
3 Y a 4
& 5 Pall s
e = f 2
4 ; : bale
no : $ iS = 0 Re) 9 Fi
NE 415 {2} [8 e e ‘| & ¥
aaNet 88 wf[flals/al fei & o» >a & .
PVG ele] 2] B/E] ol=|zlzlo,_2 Sal ° 5
’ i ae S}O/E|S/ 15/2 FO) e : 8
re TTTISLELS ops al sl slal of azl a S %
é slefolslclafelsfereleltis] eg t a & oe
q Sislclole(SisielsisiciSiel os & nr w =
paloma : : : Aes E. cy us a) tL ef s eS"
0316011083_6,"Sle Se fo -| wig Bg
3 lua S| |= C
g/S 8 fe | | — € 3 z
2 oq |= | o hell ~
7 @ or = ane =
aie oi ="" 7, ie og
ala ™ Ie — = So
= fe >
on = LAT SS | a |= 7
= ce < S| S = ,
misF | _* = Cc >
= lo». & | Zz
a | => re l= a
a = i> | O =
lI — | -< Le
ZF. ee | i co =
° 14 a, | c)
S| | = | 4 = S
@ | | > | fc Se =
| , | = 10 oO
2 | 38] P24 a
a | Je | oe x
| 1 | =)
| i= | alo 2
— b 3 | —_
leew > | as | a
,@) S | oS |i =
plZee D P/4 9
Die Af | 1 YN oO
SZ — OS | ; © | 44 ;
© oo |G | =. i)
—~ i) @ | 2 | | = =
Alcs = ; joa <s
ais = a | ,
~ —_= CN
=| oS - | DH Co
. | \
x o. | 2
S| |S |<
a S | 4
| = |
| oO =
| | 4 | = =
| | | lo =
| | | a
| | | | @ = >
| | |\4 & z
| | Ova 2
| = pe
| | ° If tH .
| | oe oO >
eG = + —, lo a
mh — Wes | Z. a fo |
@ a oe. |e | oY >
| Se=e | a S
a|SS | | a >
= ov lS | —! ;
aS | =| $f :
|e | SE & ok
' ~ O° Z| tw oS eo
ae Qo | | N
s/5 | | | |Z x =
wo Ss | ~
os | o 5 | 8 | x e
~ a3 o | es ; ty *
| | we | = = eS
| | es; a ~ =~ VY
| | = = <i
| of €@ @ ZN
| | Se =
| al\Ple 2S O 4
&i8|\e Z35 3S om
. | a|}/2|]e Zo i
| S D % =e
cu | S oe Ss 2s N
2 =
n — = cc
q | > a Me —
oO e| |e So =
= | a O «4
oO | CO 26 —
=
9 | els = @ =
= | e 2) 4 e Cr
| =e | Sz 0
= | _ oo
| a a Ce = o
= oq = oa
| = Pio
| | | | —
ae wa | | 5 =
S @ | 5, _ | So
oS = | a wo Ww Aw
vs) a = z <2 iy Z
2 ° | = = =o Co
= = cS ee anh
— | ~ S o © ~]
=e] C | |
a | | | |
PL | |
x |
a
m7
| = = — ios
| = | S => uM |
bey o =
= Cc) | eS '
a x | a | a ao
= oO SIN | > | S 2 =| — on
~— Or | 4 4 uc = |
; Wa | 13 \2 cK oO | tm nie
| S> o|X ee a wm | Q i
| & a = S O
| = | | | a
} a | - |
Oo | uh Cc
| 5 | epg el O
= | 4 g| B86 ""=
> eis = 8}
| | S a o =|"
0317015007_1,"teat Maheswari Fasteners & Bright Pvt. Ltd. |
aes) Plot No.152 & -~ eo regePte ; vie eee Dist. (Telangana) ORIGINAL
:924 48, 040- | ,
E-mail : maheswarifasteners @ gmail.com FOR BUYER
_ TAX INVOI \ | INVOICENO, |
(For Inter Transfer / Sale / Consignment Sale) For clearance of Exciseable Goods For Home Consumption ge 3 9 oO
( Under Rule 11 of Central Excise Rules 2002 or as amended)
Range : Medchal, Plot No. 16 & 21, 4th Floor, Aditya Towers, Sri | ECC No. : AAE CM7469 CXM001, PAN No. : AAECM7469C
es ee Se, kee ais Service Tax No.: AAECM7469CST001, TAN No. : HYDM09263C
"" Sai Enclave, Old Bowenpally, Secunderabad - 500 011. | TIN No. 36694778262 CIN No.: U27109TG2006PTC049964
Commissionarate:_ HYDERABAD - IV, Postnett Bhavan, Ramkote, Hyd. __| Excise Tariff No.: 73181600 / 73182100 / 73182200 / 73182300 |
Buyer's Name & Address : fh j 73181900 / 73181500 / 72044100 / 72044900
frmoaa Rap wa systems }t | 1 ee er ee
Renigurta -cyddagaih Road, haiakem Tpo.wo.: ARPA 1019 Date: (S] 2/17
~ - 7 fur Ay - 0 : .
; back’, Tew BY - SIPS , Preparation Time: rush _ Date: Pali
: ECC No.: hw :
Range : Division : Removal Time: | SUV pats 19/2 NW
CST/TINNo.: 3 ALGO NGYI6 Comm: (Time in Words) C F4e> Aunrclie/ bry 3
No. of Goods | Total Quantity) Accessable Total Accessable
'DIVTW HT HDI 16x)Se IR KS
} JRX SO kt
, ; 3 Be 6
re eae ee | Pr
O21F01G00+
| G RN plco000s [1714
Consignee Details :-QNOAA Agi aq LPS LIA FIC Fpnouy } io] ——*
Ee Power systems pra tier tinv onde AAR 7. a
BE Cade Leatsirbiete So go caconwy 37] _1U0[—
Excise Duty Payable (in Words) : Om e_ ‘ond fo Q- | XEO
onp- : : |
[Transport : ave [~o ag put Nehicle No.; 7 SOPETSSO€
Sea eB ee oe ee
Ciyhhy fie Or ee ae
Our Bankers : DCB Bank, Secundérabad Branch .
Ae No. 0564100000808, RTGS Gode : DCBLOOO0058
Received goods in good condition. —_| Certified that the Particulars piven sbove are true
Soaeaeroan eararnes
of additonal cairo dct ended rom TERMS OF PAYMENT + IMMEDIATE
the buyer. E. & O.E. Duties and Taxes charged as applicable at the time of Despatch.
Authenticated by | All Disputes’ subject to Hyderabad jurisdiction only.
| KE US. __| Interest will be charged @36% extra for any delayed payment.
{ i) a) For MAHESHWARI FASTENERS & BRIGHT PVT. LTD.
| Driver of the Vehicle / BOA) \
Customer's Representative | by <a)y VA
~~” Regd, office ; Plot No.152 & 154, IDA, MEDCHAL - 501401. R.R. Dist. (TS) nahi i\ omar"
0317015007_2,"t ‘ . ~ . i
A ~ | | _ i Be! > |
o | | a § Peay i
rs a | t | tw | | % = 4 i E . pis
ae let | oO | Ss Bea or |
| iy 245 2 | nm | & Paoe 5 7
ow { Bas pR pe] = ®@ ISSES
< | Flow lista ec i iS = fi a Ey
63 j pastas | ""< j x | | | th co 3 © {
nl le | | e (8 £8 om
; | Be, | 2 @ | a | OT rj |
| eee = | | w 2 ol zm
oe lo D | Oo iE | = Je |
| ae 1213 = \8 8 > s } |
a (| = a is 3} a a
es 12 4S n” E 3) ze
ie Le eo ~ j a 3 na { ae '
> | idiz Ee | 8s a7 |
a: 2 >| / | dé ml ie |
es sel wu > | | aaa! Co aaoe }
y “wo CORR SE E | } im =z | |
Or BS ® | 4 a 2 i
. C Gs . = we i > g - —--+ }
= Dee a S| | 5 re
x rg ee xsd | st ol i oO | i
= | 2 | | % a
& ey LS G. iQ ih | x ; | 4
3 pte i[#1% | a) m |
: nei os S | 5 a "" |
cu Eps oy ee : canara orl | }
6 © | =e . i[ as m9 | ———--—-_ | vu ° e| | j
5. | Ge hea rekreoaenmianesie 1 = ° ep j
nO oo i 3 a \
ab | Pl = 8 } |
= a | « oO 4 to L_ 5 .
bee | as © = ‘
2 ao | Ala & g |
- Bf | - %
FF | | / z é
0) a 2 | _ , o ae
2¢ | | rope “I
ey ! a | 3 6 on ain
om < . Anne eee { i ° S
ia : — | a > DW ‘
& ele fs 2 iS
5 = 8 2 Oo oO
# gots ed? ION 2 2 pa
; | ae sal es NN |.
t i mae @ Xe) + -
—— a a oO o7;8 S13 ® >z =
Pa Oe Ves 2S 1 Sk U & —
WD | | | es BSS ° g
is 3 OF BT Ie = hh me
f . at} a | Stree oy Fd . F
5 | | | ———— 3 3 BS =
- 2 2 jk E, -——— :
eI a) ge || Ee a 3 18 g g =
a ro i OQ < Oo
oa Be | w |: iv > wo =
mye 388338|. 8 z r
3 83338 x (? Gi
| | 8 ia C ee F
i | bee o <= 4
| | erence oO
Pt C= |
iiebineee . ! nO
— | j 8 Sat
o = |
i —
6 — j
. =] ‘ 90 ad
i 4 } ® ""J | cereal
| ! Oo If | es
oe ° newer j
: oO ; eee wr eseenaceye Lema
a4 S Ga eee"
0317015007_3,"7 5 8b ti e1alese]e)2 8/2/83 |e] e1sl3 IR
ws 2 = Ff 8 1 3 i 2 BISISISS Sis y2 pepsi zi2 \
a 5 2 S bid S1PIS[o]s]ols Slol22l9 5 i
by < = e i Plole Ole] 2is “iS Sif ee 3
& S > S offizsz{fjalse ape jes ;
= a8 =| Qs als
5 : 3 | ejaleleis jae $ {
= 3 a | || | 1 12] fels = ib
= rs ats i i } 7Fis si"" :
>» Flesh “| fs ; |
0 ; iki ; - a
3 R 3 | | | | 3 8
Rs | } °
& 14 S
= pid | | &
ett ida
. mT >
a]
BR e S >
pe g Li! 4 3
¢ a a = Ke =e R 2
A, 1 | > D ©
* ' i} = , ‘| 2x
?
7 Cc > ~
& N 3 a) lid | Abn} 2
( a . J ® gQ
o 3 (y o ""~
3 a.
| 2 |
} i =
Pa | e| =
Lt i] | O @
j u
Pid dd S| 5
é o o —<—
- a wn
| a) oF
in | O S w (D
| | | ""| 3
| I | | by
et 2.
mS
4 * 3s
i Fs z#
‘ 5 me e
: : pos oc
| VS fe: alx| $ £
Ea x am LD ip = ° 7
“Satan ay
ay, wy
oO 2 gag a
PIN > ae*
' & .
& =o
ro 2
6
3
a
a
Scanned by CamScanner"
