docNo,items
610,[]
611,"['iets a --- PERSON', 'Near Sirsi Circle\n --- ORG', '° --- CARDINAL', 'een Chamrajpat --- PERSON', 'Bangalore --- GPE', '0 --- CARDINAL', '080 --- CARDINAL', '= & --- ORG', 'info@rajeshbus.in --- EMAIL', 'www.rajeshbus.in\n --- PERSON', '7353 11.7777 --- DATE', 'Y~ TRANSPORT CORP --- ORG', 'M@n¢\n --- PERSON', 'Mysore Road --- FAC', '16/11/2018 --- INVOICEDATE', 'kalpa electrikal --- PERSON', 'limited,91-8023303103 --- DATE', 'AMARA RAJA --- PERSON', 'AEKPR96454\n --- PERSON', '0.00 --- CARDINAL', '0.00 --- CARDINAL', '00 --- CARDINAL', '0.00 --- CARDINAL', '20.00 --- CARDINAL', '402 --- CARDINAL', '20.00 --- CARDINAL', '25.00 --- CARDINAL', '00.00 --- CARDINAL', 'bree -Handred Point Zero Zero --- PERSON', 'Rupee\n --- ORG', 'Praveen S Kumar = --- PERSON', '22-19-1 --- CARDINAL', 'Renugunta Road --- FAC', 'Opp Hero Motors\n --- ORG', '#96 --- CARDINAL', 'Sirsi Heights --- LOC', 'Near Sirsi Circle --- ORG', 'Mysore Road --- FAC', 'ra Boon\n --- ORG', 'Bangalore --- GPE', '560018 --- CARDINAL', '7353117777 --- CARDINAL', '7501 --- CARDINAL', 'Cee --- PERSON', 'ew OO OO OO Oe --- ORG']"
612,"['onsina\n --- PERSON', '15 --- CARDINAL', '™ --- PRODUCT', 'SRMT LTD --- ORG', 'KAKINADA --- PERSON', 'LCo00229 --- CARDINAL', 'STATIONGRADE --- ORG', 'sien\nce 06422477\n --- ORG', 'PANS 968 \\ADCS 1 --- ORG', 'COD --- ORG', '= ae — --- ORG', '| 1 --- LAW', '¥ --- CARDINAL', '2 --- CARDINAL', '25 --- CARDINAL', 'RGUACT --- PERSON', 'ce te --- PERSON', '6 4100 --- CARDINAL', 'Eppes --- GPE', 'CGST & IGSIS --- ORG', '00 --- CARDINAL', 'DMC te --- PERSON', 'belek --- PERSON', 'POSTAGE\n --- ORG', 'QURE DE jr LL --- ORG', '211.00 --- CARDINAL', '®upbeadrec leven-onty73 --- PERSON', 'ler --- PERSON', 'Party --- ORG', 'igratnre-atine Clerk/Agent --- ORG']"
613,"['vee ee Ny ne --- PERSON', 'wh)\n --- ORG']"
614,"['Paresh --- PERSON', 'Qiks --- LOC', 'vod YP ene\n --- PRODUCT']"
615,"['Neaispsaamesseasse\nJ --- ORG', '2 --- CARDINAL', 'SS --- ORG', 'Mee Eby --- PERSON', 'YT --- ORG', '38 --- CARDINAL', 'te |\n --- ORG', '9 --- CARDINAL', '4 --- CARDINAL', '7 3 5 --- DATE']"
616,"['8 --- CARDINAL', '¥ --- CARDINAL', 'Achat Mei --- PERSON', 'Sei S.A --- ORG', 'Hage\n --- PERSON', 'Ticket Counter --- PERSON', 'Hyderabad --- GPE', '500 038 --- CARDINAL', '23813119 --- CARDINAL', '\\/\n --- ORG', 'ee signatu GY Clerk --- ORG']"
617,"['ccoscvcces Z\n --- ORG', 'OGASTICS --- ORG', '5 --- CARDINAL', 'GOVT --- ORG', 'INDIA\nDe TT --- ORG', 'DICAL --- ORG', ""KALAS'!PALYAM --- PERSON"", '9900010671 --- CARDINAL', '272511311 --- MONEY', '9880394059 --- CARDINAL', '080-26703308 --- CARDINAL', 'mails@srsiriiveis.net --- EMAIL', '1.u --- CARDINAL', '344/59 --- CARDINAL', '02-11-2018 --- CARDINAL', 'Pay % --- PERCENT', 'Bangalore --- GPE', 'RAJAJINAGAR --- ORG', 'Tirupati --- ORG', 'ist Cross --- ORG', 'Subramanya Cross --- ORG', 'Rajajingar 2nd Stage 18th --- DATE', '23.TML --- CARDINAL', 'Srinivasam Guest House --- FAC', 'TIRUPATI --- ORG', 'Phone: 08772224266 --- PHONE', 'SUMAN ELECTRIC UDYOGS --- ORG', 'AMARARAJA --- ORG', 'AMAR RAJA --- PERSON', '9701511254 --- CARDINAL', '2 --- CARDINAL', '2 --- CARDINAL', '2 --- CARDINAL', '50 --- CARDINAL', '330 --- CARDINAL', 'Y en Hamali --- PRODUCT', '20 --- CARDINAL', '25.04 --- CARDINAL', 'SS --- ORG', '3 --- CARDINAL', '2 --- CARDINAL', '20 --- CARDINAL', 'RULES & REGULATIONS --- LAW', 'Parcells --- ORG', 'Consignor --- PRODUCT', '2 --- CARDINAL', '7 days --- DATE', '7 days --- DATE', 'claus 15 --- ORG', 'Rs --- ORG', 'One --- CARDINAL', 'Consignor / Consignee --- ORG', 'Service Tax --- ORG', 'Octroi --- NORP', 'Sulcs --- PERSON', 'Bangalore Court --- ORG', '20 --- CARDINAL', '13/2017 --- CARDINAL', '28th June, 2017 --- DATE', 'GST --- ORG', 'Consignor/Consignee --- ORG']"
618,"['136793924 --- DATE', '4,70 --- CARDINAL', 'Mame ABE B26 --- PERSON', 'Waiee AMARARAJA POWER SYSTEMS LTO --- PERSON', 'AMARARAJA POWER SYSTEMS --- ORG', 'LID\n --- ORG', 'initia Limited BUYPGHY --- ORG', '1 --- CARDINAL', 'KARAKAMBADI --- ORG', 'RENIGUNTA CUDDAPAH ROAD --- ORG', 'THIRUPAT --- ORG', 'whrte\n --- ORG', '1ST --- MONEY', '25 --- CARDINAL', '18260101127 --- CARDINAL', '5 --- CARDINAL', '6 --- CARDINAL', 'INVOICE NO.: 182401051220 --- INVOICE', 'EWBN --- ORG', 'ar PRAGILE --- PERSON', '1 --- CARDINAL', '7 --- CARDINAL', 'INVONCTE --- ORG', '209965.92 --- CARDINAL', '1497 --- DATE', '708 --- CARDINAL', 'OTAL --- ORG', 'wvoice --- ORG', '7 --- CARDINAL', '7 --- CARDINAL', '3 --- CARDINAL', 'MARINI C7 --- PERSON', '00 --- CARDINAL', 'SIMPREM --- ORG', '9 --- MONEY', '7 --- CARDINAL', 'NEPICIARY --- ORG', 'wvstgiilaleds\n --- PRODUCT', '9 --- CARDINAL', '1 --- CARDINAL', 'DORUMEST --- ORG', 'Cc --- PRODUCT', 'ta re vas GRY S --- PERSON', '2 --- CARDINAL', 'VN --- ORG', '244 --- CARDINAL', 'ORTILA INUST LIAL --- PERSON', 'NEW DELLA --- GPE', '11G2h --- CARDINAL', 'INDIA\n --- ORG', 'OONTACT --- PERSON', '9 --- CARDINAL', '24 --- CARDINAL', '2h --- CARDINAL', 'CIN --- ORG', '201 --- CARDINAL', 'PCR --- ORG', 'AAPCSY TSE --- PERSON', 'VISTT vores Guiliivery ener --- PERSON', '7 --- CARDINAL', '1367939240 --- CARDINAL', 'Sal --- PERSON']"
619,"['ae\n --- ORG', '1 --- CARDINAL', 'Achyut Mazon --- PERSON', 'Beside S.R. Nagar --- PERSON', 'Hyderabad --- GPE', '500 038 --- CARDINAL', '23813119 7 --- DATE', '7 --- CARDINAL', '| &\n| --- ORG', '3 --- CARDINAL', 'ts\nne\n --- ORG', '¢ --- CARDINAL', '# --- CARDINAL', '4 --- CARDINAL', 'OE --- ORG', 'Ren Ran --- PERSON']"
620,"['AREL(Mounika --- PRODUCT', '11 --- CARDINAL', 'AREL\n\nSl --- ORG', '5338 --- CARDINAL', '8729 --- CARDINAL', '680 --- CARDINAL', '880.7 --- CARDINAL', '2307009148 --- CARDINAL', '819 --- CARDINAL', 'NAVATA --- ORG', '970 --- CARDINAL', '580 --- CARDINAL', '580 --- CARDINAL', '2891009340 --- CARDINAL', 'eres --- ORG', 'ee\n\nH @fs\n --- ORG']"
621,"['9 --- CARDINAL', 'Vanniar Block Street --- PERSON', 'CHITTOOR --- ORG', 'A.P. Ph --- PERSON', '08572 - 226962 --- CARDINAL', '37/2 --- MONEY', '1st Cross --- ORG', '3rd & 4th Main --- ORG', 'New Tharugupet --- GPE', 'Bangalore --- GPE', '080 - --- CARDINAL', '9449822448 --- CARDINAL', '181 --- CARDINAL', 'Balaji Complex --- PERSON', 'Sulthanpet Main Road --- FAC', '080 --- CARDINAL', '8884684532 --- CARDINAL', 'chittoortransport@gmail.com --- EMAIL', '29AFKPJ8478G1ZS --- CARDINAL', 'Invoice No.: £ --- INVOICE', 'G Branch Name --- ORG', 'CUA --- ORG', 'Jin\n --- PERSON', 'lo --- PERSON', 'GLK\n --- ORG', 'KA --- ORG', '7 --- CARDINAL', 'GSTIN: 3 --- GST', 'DAGE --- ORG', '270US --- CARDINAL', '244 --- CARDINAL', '6 --- CARDINAL', 'Ginna Particulars\n --- PERSON']"
622,"['CHITTOOR TRANSPORT\n --- ORG', '9 --- CARDINAL', 'Vanniar Block Street --- PERSON', 'CHITTOOR --- ORG', 'A.P. Ph --- PERSON', '08572 --- CARDINAL', '37/2 --- MONEY', '1st Cross --- ORG', '3rd & 4th Main --- ORG', 'New Tharugupet --- GPE', 'Bangalore --- GPE', '080 - --- CARDINAL', '9449822448 --- CARDINAL', '181 --- CARDINAL', 'Balaji Complex --- PERSON', 'Sulthanpet Main Road --- FAC', '080 --- CARDINAL', '8884684532 --- CARDINAL', 'chittoortransport@gmail.com --- EMAIL', '29AFKPJ8478G1ZS --- CARDINAL', 'Invoice No. : © --- INVOICE', '7 29 Branch --- DATE', '477 --- CARDINAL', '_ Date --- DATE', '8//2-Irs --- CARDINAL', 'J\n --- ORG', '2454661 --- CARDINAL', '7 2 --- CARDINAL', 'GSTIN: 3744 --- GST', 'USsi Di\n --- PERSON', 'ero eS\n --- ORG', 'J lis --- PERSON', '13 --- CARDINAL', '2.5% --- PERCENT', 'Grand Total G7ES --- TOTALAMOUNT']"
623,['OP --- ORG']
624,"['ae nila = --- ORG', '5 --- CARDINAL', 'lX-Qolkweight --- PERSON', 'PRUPOOS --- ORG', 'eesscsscvse PRISE --- PERSON', 'Party --- ORG', '6 --- CARDINAL']"
625,['VL\n --- ORG']
626,"['VRL LOGISTICS LTD --- ORG', 'ae\n --- ORG', 'CHIDRI --- ORG', 'BIDAR - KA --- ORG', '294ABCV3609C1 2 --- CARDINAL', '10-12-2018 --- CARDINAL', 'GSTIN :37AAECA2774)1ZH --- GST', '2018 --- DATE', '80/80 --- CARDINAL', 'GoDown GP --- PERSON', 'DLY\n --- ORG', 'TOPAY-GP\n --- ORG', 'Hamali Notice DDC ODA | --- LAW', '563.00 17.00 0.00 0.00 0.00 --- MONEY', 'Sub Total 580.00 --- TOTALAMOUNT', '0.00 --- CARDINAL', 'GST --- ORG', 'Total 580.00 --- TOTALAMOUNT', '9965 --- CARDINAL', 'GOODS TRANSPORT AGENCY SERVICE --- ORG', 'L60210KA1983PL.C005247\n --- ORG', '10-12-2018 --- CARDINAL']"
627,"['MAS --- ORG', 'Bivase YONROATAOMMMAMT --- PERSON', '60 --- CARDINAL']"
628,"['Vv RL LOGISTICS LTD --- ORG', 'Maaeslad\n --- ORG', 'PRERNA --- ORG', 'VAL\n| --- LAW', 'GSTIN :27AABCV3609C1ZN --- GST', '1022023346 --- DATE', 'CROT --- ORG', 'GSTIN :37AAECA2774)1ZH --- GST', 'MMBBW Noa 2 BDate --- EVENT', 'GoDown Remarks --- ORG', 'TOPAY-GP\n --- ORG', 'ODA --- ORG', '850.00 30.00 0.00 --- MONEY', 'Sub Total 880.00 --- TOTALAMOUNT', '0.00 --- CARDINAL', 'GST --- ORG', 'Total 880.00 --- TOTALAMOUNT', '9965 --- CARDINAL', 'GST --- ORG', 'CONSIGNEE-RCM\nSERRE --- ORG', 'PAN NO ARBEVERIOG --- ORG', 'CL EOORRTOPLOE --- ORG', '07 --- CARDINAL', '10:37 --- TIME']"
629,['Y. --- NORP']
630,"['V2 VRL LOGISTICS LTD --- ORG', 'MAHADEVAPURA --- ORG', 'WHITEFIELD --- ORG', 'GSTIN :29AABCV3609C12 --- GST', 'GSTIN :37AAECA2774)1ZH --- GST', 'SBCHD Noa --- FAC', '10 BDate 04 --- DATE', 'GoDown GP --- PERSON', 'DLY\n --- ORG', 'TOPAY-GP\n --- ORG', '0.00 0.00 0.00 0.00 0.00 --- PERCENT', 'Sub Total 710.00 --- TOTALAMOUNT', 'GST --- ORG', '0.00 --- CARDINAL', 'Total 710.00 --- TOTALAMOUNT', '9965 --- CARDINAL', 'PAN NO AABCWGGN0C | --- PRODUCT', '10 --- CARDINAL']"
631,"['5 --- CARDINAL', 'C gu - £60/ --- PERSON', 'TADRBMART --- ORG']"
632,"['AREL(Mounika --- PRODUCT', '12 --- CARDINAL', 'al Grnvoosesarie-i9 --- PERSON', 'Reem\n --- PERSON', '200 --- CARDINAL', '7 --- CARDINAL', '1912005 --- CARDINAL', 'eee\n --- ORG', 'Lee\n --- PERSON', 'CL --- ORG']"
633,"['ORGINAL --- ORG', 'Q\n --- ORG', 'THE NEW CHITTOOR LORRY SERVICE\n --- EVENT', '36 --- CARDINAL', '600 061 --- CARDINAL', 'Ph :044-26224 --- PHONE', 'py Pee hala | --- PERSON', 'pred de ph aan SR --- ORG', 'Chittoor\n --- ORG', 'qeege st) --- PERSON', 'lle\n --- PERSON', '3 --- CARDINAL', 'Iotoo b4y\n --- ORG', 'Beaakages --- ORG', 'OOR LORRY SERVICE --- ORG']"
634,"['abe Pde --- PERSON', '5 --- CARDINAL', '33355 --- CARDINAL', '4 --- CARDINAL', 'gk Ei --- ORG', 'Bhi aad | HL --- PERSON', '3° --- QUANTITY', 'a3 --- ORG', '3s --- PRODUCT', 'siube ek --- PERSON', '33 --- CARDINAL', '2 22 --- CARDINAL', '2 --- CARDINAL', 'Pas\n= --- ORG', 'ge --- ORG', 'Habs\n --- ORG', 'dae re bazaseuan’ iid --- PERSON']"
635,"['KESINENI CARGO CARRIERS PVT --- PRODUCT', 'LTD --- ORG', 'KESINENI --- ORG', 'CAR O --- PRODUCT']"
636,"['3 --- CARDINAL', 'AQ\n --- ORG']"
637,"['Ce --- ORG', 'TE Se aan --- PERSON', 'PVT --- LAW', 'LTD --- ORG', '329 --- CARDINAL', 'Bachupally Road --- FAC', 'Nizampet --- FAC', 'Hyderabad --- GPE', '500 090 --- CARDINAL', '040 --- CARDINAL', '™ --- ORG', 'info@kesinenicargo.com --- EMAIL', 'G 9 --- ORG', 'BOOKEDATOWNERSRISK --- PERSON', 'AC\n --- ORG', '3 --- CARDINAL', 'GSTIN: Fos --- GST', 'ES\n --- ORG', 'Invoice No: peear --- INVOICE', '1996511 --- CARDINAL', 'ARECAITIAIIZN --- ORG', '7 --- CARDINAL', 'Seto Ee f pe --- PERSON', '@.8 c34 --- PERSON', 'the Consignment in Good Condition --- WORK_OF_ART', 'the Terms & Conditions Printed --- ORG', 'SE% @.8 ma --- PERSON', '3 --- CARDINAL', 'Consignor --- PERSON', 'ri sie = --- ORG', 'te Ae --- PERSON', '4 --- CARDINAL']"
638,"['Sa Tee --- PRODUCT', '2 --- CARDINAL', 'Garg --- PERSON', 'Naetaew-ase 3 --- ORG', 'ea wae kes yt ae: + --- PERSON', 'SI --- ORG', 'vod --- PRODUCT', 'ae Sid ord cng --- PRODUCT', 'egies se ’ ree < --- PERSON', 'een —wntpeneill --- ORG', '0% --- PERCENT', 'ey --- ORG', 'a5 --- ORG', 'oie eae ova Ry --- ORG', 'oe ma “hie ip — al bby --- PERSON', 'F a s --- PRODUCT', '= --- ORG', '2 --- CARDINAL', 'ee ke\n --- PERSON', 'ES el --- GPE', 'Ua Oe --- ORG', '5 --- CARDINAL', 'ee ee ys a. --- PERSON', 'Ade --- ORG', 'Aare EY --- ORG', 'Chk ee --- PERSON', 'Beek e. eternal es iat --- PERSON', 'baat ss --- PERSON', 'gaa weet ss Ee --- ORG', 'Jie higes --- PERSON', '38 --- CARDINAL', 'Ss Talla --- ORG', '4 --- CARDINAL', 'ey ay --- ORG', 'ey --- ORG', 'te ey --- ORG', 'eS Pe) Je ow --- PERSON', '° --- CARDINAL', '3 ¢ 2 +3 --- QUANTITY', '5 --- CARDINAL', 'janie --- ORG', 'Le ge JOT SH te --- EVENT', 'Sang wes --- PERSON', 'Jeena --- NORP', 'Sy i. yV --- PERSON', 'es — --- WORK_OF_ART', '7 --- CARDINAL', '1 --- CARDINAL', '5 --- CARDINAL', 'tu ioe --- PERSON', 'ee a Reinet tes --- WORK_OF_ART', '2p --- CARDINAL', 'ei * --- ORG', 'Qe --- PRODUCT', 'SF --- GPE', '1 --- CARDINAL', 'bi cat ae . --- PERSON', 'oy na --- PERSON', '¥ --- CARDINAL', 'eee   --- PERSON', 'Pee --- ORG', '2 --- CARDINAL', '° --- CARDINAL', 'F re 428 --- PRODUCT', 'es af ngs --- PRODUCT', 'Pe\n --- ORG', 'ee eee\n --- ORG', 'eet Ss ae --- PERSON', '7 --- CARDINAL', '2 --- CARDINAL', '3 --- CARDINAL', '2 --- CARDINAL', '5 2 --- CARDINAL', 'ana --- PERSON', 'tage --- PERSON', 'ae Pa: --- ORG', '#5 4 --- MONEY', '5 1p --- MONEY', 'Wtimece ws --- ORG', 'cae --- ORG', 'Ye --- PERSON', 'Oe Sih - Seec cae --- PERSON', 'F Loe od BE | P Pe stewaee --- PERSON', 'a. ke Pe --- PERSON', '4 --- CARDINAL', 'A358 3 --- ORG', 'ereee dk --- PERSON', 'ge --- ORG', 'mae --- ORG', '2 --- CARDINAL', 'Pte Se fick --- PERSON', '46 --- CARDINAL', 'Ri --- GPE', 'Cimmened ktcee Oe --- PERSON', 'sibivan --- PERSON', '5 --- MONEY', 'un --- ORG', 'srg cy sie : x Zs % --- PERSON', '2 --- CARDINAL', '7 --- CARDINAL', '2 --- CARDINAL', 'ae e iy\n --- ORG', '= --- ORG', 'OTN --- ORG', '3 --- CARDINAL', '3 --- CARDINAL', '4h --- CARDINAL', 'Stipek --- PERSON', 'ane BS --- PERSON', 'nc --- GPE', 'parte --- GPE', 'ws ge --- ORG', 'ae Puna PS --- ORG', 'Te ait --- FAC', 'Saree --- PERSON', '2° t% Ree --- QUANTITY', 'ae\n --- ORG', 'yt Ke bie --- PERSON', 'Steet --- PERSON', 'ee AG --- ORG', 'Pete ne aE es --- PERSON', 'te rete ee --- ORG', '2 4 --- CARDINAL', 'Ss Se --- PRODUCT', '5 --- CARDINAL', '537% --- PERCENT', '= --- ORG', '7 --- CARDINAL', '2 --- CARDINAL', 'Stace --- PERSON', '° --- CARDINAL', 'Fl --- GPE', 'Pommes --- ORG', 'SAO ET --- ORG', 'ebo GI --- PERSON', 'gtbedie % Oris --- ORG', 'Wiehete wie --- FAC', 'Chae --- PERSON', 'pias nage --- PERSON', 'Eee ee | --- PERSON', 'seabente Fo 4\n --- ORG', 'Bae --- PERSON', 'Pia jee --- PERSON', '3 --- CARDINAL', '.2 --- CARDINAL', 'Pres 5\n --- LAW', '5 --- CARDINAL', 'Sater @ kc --- PERSON', '4 --- CARDINAL', '3 --- CARDINAL', 'ct |\n --- LAW', '5j oe RRS cy --- PERSON', '4 --- CARDINAL', 'SSS --- ORG', '4 --- CARDINAL', 'Fe Ma --- PERSON', 'Ue Srna 4 = --- ORG', 'Ses eae ola ios --- ORG', 'F es --- PRODUCT', 'ee es\n --- PRODUCT', '7 --- CARDINAL', '2 --- CARDINAL', '37 --- CARDINAL', 'Sel es --- PERSON', 'xe oa & eueee --- ORG', 'prt --- ORG', '84 --- CARDINAL', 'ph Si\n --- PERSON', 'Pree 393 --- PERSON', '° --- CARDINAL', 'lee Sa nen --- PERSON', '3.45 --- MONEY', '¥ --- CARDINAL', 'ONE --- CARDINAL', 'ase 3 --- PRODUCT', 'aor --- PERSON', 'ae aa\n4 --- ORG', '4 --- CARDINAL', '5 --- CARDINAL', '7 --- CARDINAL', '7 --- CARDINAL', 'Lee Siro --- PERSON', 'eee se ae\n --- PERSON', 'pee ney --- ORG', '= --- ORG', 'Saree --- PERSON', 'tinee --- PERSON', 'ee te --- PRODUCT', 'E. ta --- PERSON', '¢ --- CARDINAL', 'ea\n --- ORG', 'eS ‘ Cae - Se ’ 3 ” --- WORK_OF_ART', 'vy aa --- ORG', '82 --- CARDINAL', 'Cen “s8 ae --- PERSON', '5 --- CARDINAL', 'Piva --- ORG', 'EK --- ORG', 'SPS Co --- ORG', 'peaeet e Pie --- PERSON', 'ks --- GPE', 'Se ee eae --- ORG', 'Sy Neel\n --- ORG', '3 --- CARDINAL', '5 --- CARDINAL', '2% --- PERCENT', '1 3 --- CARDINAL', 'as as 5 --- CARDINAL', 'Aowk Paes - Wt ane --- PERSON', '# --- CARDINAL', 'es\n --- ORG', ""¢ 4 ¢ ' ' --- MONEY"", '4 --- CARDINAL', 'Pe = eae ia le --- ORG', 'j\n< --- ORG', '= --- ORG', 'SF --- ORG', 'eens --- PERSON', 'Se bb et --- ORG', '2 --- CARDINAL', '3 --- CARDINAL', '¥ --- CARDINAL', '5 --- CARDINAL', 'ss\n --- ORG', '3 --- CARDINAL', 'Oe --- ORG', '¥ --- CARDINAL', 'Metts --- PERSON', '5 --- CARDINAL', '73 --- CARDINAL', '3 --- CARDINAL', ""biel smo ' --- PERSON"", 'Sete iL ieee --- ORG', 'eae --- ORG', 'aoe New\n --- ORG', 'Roce B ays ean --- PERSON', 'Pht --- GPE', 'foaee te --- PERSON', '5 --- CARDINAL', '¥ --- CARDINAL', '38 --- CARDINAL', 'Tea eo\n --- ORG', '3 --- MONEY', '4 --- CARDINAL', '7 --- CARDINAL', '5° --- QUANTITY', '3 --- CARDINAL', '¢ --- CARDINAL', 'Peles --- PERSON', 'tne ra SS --- ORG', 'es 5 pe --- WORK_OF_ART', '° £ --- MONEY', '7 --- CARDINAL', 'ae\n --- ORG', '3 --- CARDINAL', 'nats --- ORG', 'io } Xs 3 --- PERSON', 'erg --- PERSON', 'eae --- ORG', 'ys oe --- PERSON', '-+ --- PERSON', 'Se Na f~ --- ORG', 'Eth --- ORG', 'ad st fe bs et _ --- ORG', '7 --- CARDINAL', '5 --- CARDINAL', 'ch FID BR S44 --- PERSON', 'ene se --- PERSON', 'wy J --- ORG', '3 --- CARDINAL', 'rs\nRRA --- ORG', 'eee eer --- PERSON', '2 --- CARDINAL', 'Pere --- PERSON', 'Pee Se vy reeniot --- PERSON', 'FL --- ORG', 'Saf --- ORG', 'G1 --- CARDINAL', '8° --- QUANTITY', '3 --- CARDINAL', 'ne\n --- ORG', 'Spek << --- ORG', 'esi --- ORG', '9 --- CARDINAL', '2 --- CARDINAL', 'Wang ey --- PERSON', 'mss\n --- ORG', '3 ¢ --- CARDINAL', 'cs ett Ea SS --- ORG', '4 --- CARDINAL', '4 --- CARDINAL', '7 --- CARDINAL', 'ee re tn --- ORG', 'eo --- ORG', 'gare --- GPE', 'iy --- PERSON', 'oe --- ORG', '5 ’ hier =51 «5 ea bh --- WORK_OF_ART', '= --- ORG', 'Sai --- PERSON', '4 --- CARDINAL', '3 --- CARDINAL', 'Shon yt s --- PRODUCT', 'oe ak --- ORG', '5 --- CARDINAL', 'ieee = --- ORG', 'Sy --- PERSON', 'eae --- ORG', 'ww\n --- ORG', 'Bee Rhee --- PERSON', '2 --- CARDINAL', 'anne eae ae --- PERSON', '5-79 #9 --- MONEY', '99 --- CARDINAL', 'SVS --- ORG', 'ee\n --- PRODUCT', '7 --- CARDINAL', '5 --- CARDINAL', '2 ¥ --- CARDINAL', 'Jo alee --- PERSON', 'Ge --- ORG', 'ae sj Sven --- PERSON', 'Heo --- NORP', 'eehtareh --- GPE', 'ri --- GPE', 'DAchs s --- PERSON', 'Tay --- PERSON', 'pete ta SS --- PERSON', 'OSS --- ORG', '4 --- CARDINAL', 'fe --- ORG', 'Aihe ae --- PERSON', '4 --- CARDINAL', '3 --- CARDINAL', 'ae\n --- ORG', '2 --- CARDINAL', ""Ee & ' --- ORG"", 'hos vee et Shay --- PERSON', 'Ss cs --- WORK_OF_ART', 'SRY --- ORG', '3 --- CARDINAL', 'San ae --- PERSON', 'a=. eae --- ORG', 'ps Ss --- ORG', 'Melia 5 --- DATE']"
639,"['cs LTD --- ORG', 'NASIK\n --- ORG', '27AABCV3609C1ZN --- CARDINAL', '1222046511 --- CARDINAL', 'GSTIN :37AAECA2774)1ZH --- GST', 'NSK --- ORG', 'Noa 12 --- DATE', 'GoDown GP --- PERSON', 'TOPAY-GP |\n --- LAW', 'Hamali Notice DDC ODA\n --- LAW', '2191.00 30.00 0.00 0.00 0.00 0.00 0.00 --- PERCENT', 'Sub Total 2221.00 --- TOTALAMOUNT', '0.00 --- CARDINAL', 'GST --- ORG', 'Total 2221.00 --- TOTALAMOUNT', '9965 --- CARDINAL', 'GST --- ORG', 'CONSIGNEE-RCM | --- ORG', '07 --- CARDINAL']"
640,"['5 --- CARDINAL', 'sem --- ORG']"
641,"['Pri\n --- ORG', 'NASIK NASIK - MH GSTIN --- PERSON', '2391009230 --- CARDINAL', 'GSTIN --- ORG', 'NSK --- ORG', 'Noa 9 BDate 20-11-2018 --- DATE', 'GoDown Remarks --- PERSON', 'DLY\n --- ORG', 'Hamaili --- PERSON', '2301.00 30.00 0.00 --- MONEY', 'Sub Total 2331.00 --- TOTALAMOUNT', '0.00 --- CARDINAL', 'GST --- ORG', 'Total 2331.00 --- TOTALAMOUNT', '9965 --- CARDINAL', 'GST --- ORG']"
642,['Leg\n8 --- ORG']
643,"['CHITTOOR TRANSPORT\nHEAD OFFICE --- ORG', '9 --- CARDINAL', 'Vanniar Block Street --- PERSON', 'CHITTOOR --- ORG', 'A.P. Ph --- PERSON', '08572 - 226962 --- CARDINAL', '37/2 --- MONEY', 'Cro --- PERSON', '3rd & 4th Main --- ORG', 'New Tharugupet --- GPE', 'Bangalore --- GPE', '080 - --- CARDINAL', '9449822448 --- CARDINAL', '181 --- CARDINAL', 'Balaji Complex --- PERSON', 'Sulthanpet Main Road --- FAC', '080 --- CARDINAL', '8884684532 --- CARDINAL', 'chittoortransport@gmail.com --- EMAIL', '29AFKPJ8478G1ZS --- CARDINAL', '£715 --- MONEY', 'FRonic$- --- CARDINAL', 'GLR\n --- ORG', '™ --- ORG', 'GSTIN: 2744 --- GST', '27 --- CARDINAL', '2p --- CARDINAL', '3 --- CARDINAL', 'TT --- ORG', 'CHITTOOR --- ORG']"
644,"['Pee - \\\n\n --- ORG', '|32\n\n --- ORG']"
645,"['2 --- CARDINAL', 'THE NEW CHITTQOR LORRY SERVICE\n --- EVENT', '001 --- CARDINAL', '044-26222156 --- CARDINAL', 'Chennai --- GPE', 'Chittoor\n --- PERSON', 'Ga | yoo --- PERSON', '180 --- CARDINAL', 'rk\n --- ORG', 'LORRY S --- PRODUCT', 'iss Deck --- WORK_OF_ART', 'hogy - 6.00 --- PERSON', 'cit ba --- PERSON', 'ae ae ey --- ORG']"
646,"['| ii ii + --- PERSON', 'BP aoe 2 --- PRODUCT', 'gp --- ORG', '#83 5 --- MONEY', 'Bes, & Re 5 rR & 3 --- ORG', 'Treo --- ORG', '5 --- CARDINAL', '= --- ORG', '52 4 Hel --- QUANTITY', '8 --- MONEY', 'ahaa dae\n --- PERSON', 'BB ED\n --- ORG', '° --- CARDINAL', 'bgtee\n= --- ORG', 'PEEGEES --- ORG', 'segeeiiael --- PERSON', '2 --- CARDINAL', '38° 38 --- QUANTITY', '= Z --- ORG', '6 8 --- DATE', '58 5 --- CARDINAL', '56 --- CARDINAL', '7 --- CARDINAL', 'pao af Ss z= ae BBs --- PRODUCT', 'aaa igi --- ORG', 'gyig\n --- PERSON', '23 --- CARDINAL', '38 --- CARDINAL', 'q2 | gs &\n --- ORG', 'SESELES --- ORG', 'Nadal\n --- PERSON', '5 --- CARDINAL', '39 --- MONEY']"
647,"['AREL(Mounika --- PRODUCT', '14/December/2018 --- DATE', 'AREL\n\nSl --- ORG', '1155 --- CARDINAL', 'oose03/18-19 --- DATE', '140 --- CARDINAL', '1076 --- CARDINAL', '2160 --- CARDINAL', 'Rene ea pel --- PERSON']"
